Id,ActivityTypeOrg,ActivityType,Executable,DisplayText,ContentInfo,Payload,ClipboardPayload,StartTime,EndTime,Duration,LastModifiedTime,LastModifiedOnClient,OriginalLastModifiedOnClient,ExpirationTime,CreatedInCloud,IsLocalOnly,ETag,PackageIdHash,PlatformDeviceId,DevicePlatform,TimeZone
a4efce08-571a-d65d-5d4e-d38b27d098e3,16,CopyPaste,System\WindowsPowerShell\v1.0\powershell.exe,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{0E8CA9D9-A1D9-49C1-8230-34060F978B92}""}",,2025-06-04 11:29:24,2025-06-04 11:29:24,,2025-06-04 12:40:08,2025-06-04 12:32:30,,2025-06-11 12:40:09,2025-06-04 12:40:08,False,116,8FtN2QLq/vbNHRV/cyvZHkkLsWIf+oNWAn/N4ZnjaSc=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
6b93cec4-0669-8948-87dc-ccb6c65522d8,16,CopyPaste,System\WindowsPowerShell\v1.0\powershell.exe,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{2D72E676-E7E8-493F-B257-845A72D6AA50}""}",,2025-06-04 11:29:28,2025-06-04 11:29:28,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,117,8FtN2QLq/vbNHRV/cyvZHkkLsWIf+oNWAn/N4ZnjaSc=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
8ff4b75d-65b7-ce4a-2649-90682bd624ce,16,CopyPaste,System\WindowsPowerShell\v1.0\powershell.exe,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{4E8F71AB-2532-400F-9E66-F3916DB03F53}""}",,2025-06-04 11:29:33,2025-06-04 11:29:33,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,118,8FtN2QLq/vbNHRV/cyvZHkkLsWIf+oNWAn/N4ZnjaSc=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
500e96bd-058d-af4b-65b7-c316bfdd97da,16,CopyPaste,System\WindowsPowerShell\v1.0\powershell.exe,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{737E149A-5488-4C6C-8675-2C55782B2688}""}",,2025-06-04 11:29:39,2025-06-04 11:29:39,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,119,8FtN2QLq/vbNHRV/cyvZHkkLsWIf+oNWAn/N4ZnjaSc=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
6d1defca-baa4-526c-a89d-3fbcec5a0300,16,CopyPaste,Chrome,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{48F7463A-0815-4ABB-9A5A-C03095C99F56}""}",,2025-06-04 11:39:05,2025-06-04 11:39:05,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,120,k9remU0kumXMH/Oob5vgaKgFdb4Jt+d51ZFxRxUd6Ck=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
a6090114-41f3-a290-3cd9-f1a8154e4250,16,CopyPaste,Chrome,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{046E1C83-27B6-4500-9FBC-022A01A554D8}""}",,2025-06-04 11:39:23,2025-06-04 11:39:23,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,121,k9remU0kumXMH/Oob5vgaKgFdb4Jt+d51ZFxRxUd6Ck=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
0b95e994-3f0a-4030-fef0-3723c45597c2,16,CopyPaste,Chrome,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{C6E3EC9C-4D78-47FF-85A6-97F2CA011CBB}""}",,2025-06-04 11:39:46,2025-06-04 11:39:46,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,122,k9remU0kumXMH/Oob5vgaKgFdb4Jt+d51ZFxRxUd6Ck=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
41b52396-66ac-d1a6-5fe4-29a70284aba8,16,CopyPaste,Chrome,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{CF28585C-6032-4D2C-A84D-6A2E8F1E5E42}""}",,2025-06-04 11:40:08,2025-06-04 11:40:08,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,123,k9remU0kumXMH/Oob5vgaKgFdb4Jt+d51ZFxRxUd6Ck=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
6cb3747e-95f7-cce2-9b9d-57606df86182,16,CopyPaste,Microsoft.Windows.Explorer,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{6BE329BB-7F99-4DCE-A5CF-C72A892FA2DB}""}",,2025-06-04 11:48:07,2025-06-04 11:48:07,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,124,MRa59sYbwGAAeZAEU7GTDEKxfmoX3dxP0PnmQDGng5o=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
b74298d4-9e5b-76f6-c872-605582385448,16,CopyPaste,Microsoft.Windows.Explorer,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{A6CEB733-4D4E-4EDE-A6FD-D1B06542A6F9}""}",,2025-06-04 11:48:08,2025-06-04 11:48:08,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,125,MRa59sYbwGAAeZAEU7GTDEKxfmoX3dxP0PnmQDGng5o=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
4c2e3cfd-abe3-e4db-e355-d52723e1c020,16,CopyPaste,Microsoft.Windows.Explorer,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{93C87E40-2BB0-4DDD-833E-CDDA1FFAED0A}""}",,2025-06-04 12:00:37,2025-06-04 12:00:37,,2025-06-04 12:40:09,2025-06-04 12:32:30,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,126,MRa59sYbwGAAeZAEU7GTDEKxfmoX3dxP0PnmQDGng5o=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
36352020-5868-cfd7-264b-6865f9d51be4,11,11,MicrosoftRequired.Privacy.Consent,,,(Binary data),[],2025-06-04 12:47:23,,,2025-06-04 12:47:22,2025-06-04 12:47:22,,2035-06-02 12:47:22,,False,193,0SXDaCkvVEmj6y5aXYrwSiNTgOXpvAUfjVODtkbOtiA=,,,
277be32c-808e-f834-5551-86865759e644,16,CopyPaste,Microsoft.Windows.Explorer,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{1DD848C9-14D0-4121-8D0E-049EC4CE074B}""}",,2025-06-04 12:37:15,2025-06-04 12:37:15,,2025-06-04 12:40:09,2025-06-04 12:37:15,,2025-06-11 12:40:10,2025-06-04 12:40:09,False,128,MRa59sYbwGAAeZAEU7GTDEKxfmoX3dxP0PnmQDGng5o=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
69f6c1e1-77b1-8456-1fb8-5038fe91c047,16,CopyPaste,Chrome,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{E7A6FA7E-A08E-4BD0-9E87-35956B6EB962}""}",,2025-06-04 12:46:50,2025-06-04 12:46:50,,2025-06-04 12:46:50,2025-06-04 12:46:50,,2025-06-11 12:46:51,2025-06-04 12:46:50,False,176,k9remU0kumXMH/Oob5vgaKgFdb4Jt+d51ZFxRxUd6Ck=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
f2a65778-8f5c-29d9-05df-f1ae70c6b30e,16,CopyPaste,Chrome,,,"{""gdprType"":""ProductAndServiceUsage"",""clipboardDataId"":""{C0E0CA88-173D-42A2-91A3-6676D974D8A1}""}",,2025-06-04 12:47:21,2025-06-04 12:47:21,,2025-06-04 12:47:20,2025-06-04 12:47:21,,2025-06-11 12:47:21,2025-06-04 12:47:20,False,189,k9remU0kumXMH/Oob5vgaKgFdb4Jt+d51ZFxRxUd6Ck=,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
