Id,Platform,Name,AdditionalInformation,Expires
2e2b8833-8847-5cea-ee08-fca0ef07b206,Win32,microsoft.windows.explorer,,2025-07-04 12:32:30
2e2b8833-8847-5cea-ee08-fca0ef07b206,packageid,microsoft.windows.explorer,,2025-07-04 12:32:30
2e2b8833-8847-5cea-ee08-fca0ef07b206,host,,,2025-07-04 12:32:30
9d165434-a8f2-44d0-ae95-752789040062,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,System\notepad.exe,2025-07-04 12:32:30
9d165434-a8f2-44d0-ae95-752789040062,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\notepad.exe,SystemX86\notepad.exe,2025-07-04 12:32:30
9d165434-a8f2-44d0-ae95-752789040062,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,System\notepad.exe,2025-07-04 12:32:30
9d165434-a8f2-44d0-ae95-752789040062,host,,,2025-07-04 12:32:30
08ca9352-d21b-9712-35c8-4629df047fbe,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,System\notepad.exe,2025-07-04 12:32:30
08ca9352-d21b-9712-35c8-4629df047fbe,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\notepad.exe,SystemX86\notepad.exe,2025-07-04 12:32:30
08ca9352-d21b-9712-35c8-4629df047fbe,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,System\notepad.exe,2025-07-04 12:32:30
08ca9352-d21b-9712-35c8-4629df047fbe,host,,,2025-07-04 12:32:30
dd6caf9e-8808-4ff2-a249-15de238568ca,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,System\notepad.exe,2025-07-04 12:32:30
dd6caf9e-8808-4ff2-a249-15de238568ca,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\notepad.exe,SystemX86\notepad.exe,2025-07-04 12:32:30
dd6caf9e-8808-4ff2-a249-15de238568ca,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,System\notepad.exe,2025-07-04 12:32:30
dd6caf9e-8808-4ff2-a249-15de238568ca,host,,,2025-07-04 12:32:30
568f377a-a3de-0c02-07d8-ea09e56cc2a4,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,System\notepad.exe,2025-07-04 12:32:30
568f377a-a3de-0c02-07d8-ea09e56cc2a4,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\notepad.exe,SystemX86\notepad.exe,2025-07-04 12:32:30
568f377a-a3de-0c02-07d8-ea09e56cc2a4,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,System\notepad.exe,2025-07-04 12:32:30
568f377a-a3de-0c02-07d8-ea09e56cc2a4,host,,,2025-07-04 12:32:30
4683a6b9-b056-597f-e27b-50389589d56e,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
4683a6b9-b056-597f-e27b-50389589d56e,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,SystemX86\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
4683a6b9-b056-597f-e27b-50389589d56e,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
4683a6b9-b056-597f-e27b-50389589d56e,host,,,2025-07-04 12:32:30
bad305d3-0de0-3b3a-9cde-bf4a4c28e79b,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
bad305d3-0de0-3b3a-9cde-bf4a4c28e79b,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,SystemX86\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
bad305d3-0de0-3b3a-9cde-bf4a4c28e79b,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
bad305d3-0de0-3b3a-9cde-bf4a4c28e79b,host,,,2025-07-04 12:32:30
45d606dc-3526-fae9-2ccd-84c475ae88ab,Win32,microsoft.windows.explorer,,2025-07-04 12:32:30
45d606dc-3526-fae9-2ccd-84c475ae88ab,packageid,microsoft.windows.explorer,,2025-07-04 12:32:30
45d606dc-3526-fae9-2ccd-84c475ae88ab,host,,,2025-07-04 12:32:30
ff3bce26-a72e-df75-bb63-ef663e54d0b8,Win32,msedge,,2025-07-04 12:32:30
ff3bce26-a72e-df75-bb63-ef663e54d0b8,packageid,msedge,,2025-07-04 12:32:30
ff3bce26-a72e-df75-bb63-ef663e54d0b8,host,,,2025-07-04 12:32:30
1268c42b-d396-c672-968a-e1fe923da5e8,ExecutablePath,c:\users\machine\downloads\chromesetup.exe,,2025-07-04 12:32:30
1268c42b-d396-c672-968a-e1fe923da5e8,packageid,c:\users\machine\downloads\chromesetup.exe,,2025-07-04 12:32:30
1268c42b-d396-c672-968a-e1fe923da5e8,host,,,2025-07-04 12:32:30
f28d72d1-5e4c-ee95-a5cd-1d286e5f2ec6,ExecutablePath,c:\users\machine\appdata\local\temp\google840_2092829951\bin\updater.exe,,2025-07-04 12:32:30
f28d72d1-5e4c-ee95-a5cd-1d286e5f2ec6,packageid,c:\users\machine\appdata\local\temp\google840_2092829951\bin\updater.exe,,2025-07-04 12:32:30
f28d72d1-5e4c-ee95-a5cd-1d286e5f2ec6,host,,,2025-07-04 12:32:30
5929e9ba-4f98-185c-eeb7-4301a15e299d,ExecutablePath,c:\users\machine\appdata\local\temp\google840_2092829951\bin\updater.exe,,2025-07-04 12:32:30
5929e9ba-4f98-185c-eeb7-4301a15e299d,packageid,c:\users\machine\appdata\local\temp\google840_2092829951\bin\updater.exe,,2025-07-04 12:32:30
5929e9ba-4f98-185c-eeb7-4301a15e299d,host,,,2025-07-04 12:32:30
11b61b10-3c65-ee8f-439b-1594f8c600a6,Win32,msedge,,2025-07-04 12:32:30
11b61b10-3c65-ee8f-439b-1594f8c600a6,packageid,msedge,,2025-07-04 12:32:30
11b61b10-3c65-ee8f-439b-1594f8c600a6,host,,,2025-07-04 12:32:30
f212a08d-c0ae-0b28-42a4-9f6d61370bea,ExecutablePath,chrome,,2025-07-04 12:32:30
f212a08d-c0ae-0b28-42a4-9f6d61370bea,packageid,chrome,,2025-07-04 12:32:30
f212a08d-c0ae-0b28-42a4-9f6d61370bea,host,,,2025-07-04 12:32:30
1c0d18ac-7547-86f0-1e5f-ee9fa4fbbc46,ExecutablePath,chrome,,2025-07-04 12:32:30
1c0d18ac-7547-86f0-1e5f-ee9fa4fbbc46,packageid,chrome,,2025-07-04 12:32:30
1c0d18ac-7547-86f0-1e5f-ee9fa4fbbc46,host,,,2025-07-04 12:32:30
d0db63b3-080a-0990-3241-481df8a5fbc5,Win32,chrome,,2025-07-04 12:32:30
d0db63b3-080a-0990-3241-481df8a5fbc5,packageid,chrome,,2025-07-04 12:32:30
d0db63b3-080a-0990-3241-481df8a5fbc5,host,,,2025-07-04 12:32:30
5f86b782-c426-298a-cf2b-9df5d2e87bf9,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
5f86b782-c426-298a-cf2b-9df5d2e87bf9,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
5f86b782-c426-298a-cf2b-9df5d2e87bf9,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
5f86b782-c426-298a-cf2b-9df5d2e87bf9,host,,,2025-07-04 12:32:30
236597c6-08e7-cbd9-edfe-39103649b8c9,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
236597c6-08e7-cbd9-edfe-39103649b8c9,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
236597c6-08e7-cbd9-edfe-39103649b8c9,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
236597c6-08e7-cbd9-edfe-39103649b8c9,host,,,2025-07-04 12:32:30
b4e3f617-aa51-6b27-f260-4c018d60614e,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
b4e3f617-aa51-6b27-f260-4c018d60614e,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,SystemX86\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
b4e3f617-aa51-6b27-f260-4c018d60614e,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
b4e3f617-aa51-6b27-f260-4c018d60614e,host,,,2025-07-04 12:32:30
330d7ae4-0be5-c214-1714-23b211462a3f,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
330d7ae4-0be5-c214-1714-23b211462a3f,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
330d7ae4-0be5-c214-1714-23b211462a3f,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
330d7ae4-0be5-c214-1714-23b211462a3f,host,,,2025-07-04 12:32:30
42e449b4-049c-ef00-9c11-df7967fb0543,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
42e449b4-049c-ef00-9c11-df7967fb0543,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,SystemX86\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
42e449b4-049c-ef00-9c11-df7967fb0543,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
42e449b4-049c-ef00-9c11-df7967fb0543,host,,,2025-07-04 12:32:30
38c5ce22-d594-4e06-fc81-b4407565e87d,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
38c5ce22-d594-4e06-fc81-b4407565e87d,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
38c5ce22-d594-4e06-fc81-b4407565e87d,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
38c5ce22-d594-4e06-fc81-b4407565e87d,host,,,2025-07-04 12:32:30
46f5c3fc-93c8-c9ed-bdfc-2bf66b7e4933,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
46f5c3fc-93c8-c9ed-bdfc-2bf66b7e4933,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
46f5c3fc-93c8-c9ed-bdfc-2bf66b7e4933,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
46f5c3fc-93c8-c9ed-bdfc-2bf66b7e4933,host,,,2025-06-11 12:32:30
adc4a4f0-2b06-5e20-3cc9-3575aaf45ef5,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
adc4a4f0-2b06-5e20-3cc9-3575aaf45ef5,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
adc4a4f0-2b06-5e20-3cc9-3575aaf45ef5,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
adc4a4f0-2b06-5e20-3cc9-3575aaf45ef5,host,,,2025-06-11 12:32:30
7e43b2f2-61a0-df50-305f-ef973a0121c2,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
7e43b2f2-61a0-df50-305f-ef973a0121c2,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
7e43b2f2-61a0-df50-305f-ef973a0121c2,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
7e43b2f2-61a0-df50-305f-ef973a0121c2,host,,,2025-06-11 12:32:30
e14b360d-d933-e3c6-950f-b7f85d263c99,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
e14b360d-d933-e3c6-950f-b7f85d263c99,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
e14b360d-d933-e3c6-950f-b7f85d263c99,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
e14b360d-d933-e3c6-950f-b7f85d263c99,host,,,2025-06-11 12:32:30
f57f8009-1308-c274-5e48-339f04e904de,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
f57f8009-1308-c274-5e48-339f04e904de,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
f57f8009-1308-c274-5e48-339f04e904de,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
f57f8009-1308-c274-5e48-339f04e904de,host,,,2025-06-11 12:32:30
88419722-b307-a8fb-dd9f-91f08c214b1b,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
88419722-b307-a8fb-dd9f-91f08c214b1b,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
88419722-b307-a8fb-dd9f-91f08c214b1b,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-06-11 12:32:30
88419722-b307-a8fb-dd9f-91f08c214b1b,host,,,2025-06-11 12:32:30
d54f8b37-85cf-d0ac-ee91-9db69afc9487,Win32,chrome,,2025-07-04 12:32:30
d54f8b37-85cf-d0ac-ee91-9db69afc9487,packageid,chrome,,2025-07-04 12:32:30
d54f8b37-85cf-d0ac-ee91-9db69afc9487,host,,,2025-07-04 12:32:30
c6980a37-6545-df23-2c69-77b8c81ae0bf,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
c6980a37-6545-df23-2c69-77b8c81ae0bf,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
c6980a37-6545-df23-2c69-77b8c81ae0bf,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
c6980a37-6545-df23-2c69-77b8c81ae0bf,host,,,2025-07-04 12:32:30
fe2a0121-f92c-c387-fddb-404ab6b8636f,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
fe2a0121-f92c-c387-fddb-404ab6b8636f,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,SystemX86\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
fe2a0121-f92c-c387-fddb-404ab6b8636f,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-07-04 12:32:30
fe2a0121-f92c-c387-fddb-404ab6b8636f,host,,,2025-07-04 12:32:30
93500192-2faa-f5ee-f79c-bef17dd9b194,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
93500192-2faa-f5ee-f79c-bef17dd9b194,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell_ise.exe,SystemX86\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
93500192-2faa-f5ee-f79c-bef17dd9b194,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell_ise.exe,System\windowspowershell\v1.0\powershell_ise.exe,2025-07-04 12:32:30
93500192-2faa-f5ee-f79c-bef17dd9b194,host,,,2025-07-04 12:32:30
c0d326a8-ca79-fb15-33cb-5e92ae1a3cf5,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
c0d326a8-ca79-fb15-33cb-5e92ae1a3cf5,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,SystemX86\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
c0d326a8-ca79-fb15-33cb-5e92ae1a3cf5,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
c0d326a8-ca79-fb15-33cb-5e92ae1a3cf5,host,,,2025-06-11 12:32:30
9e016b04-37b0-7d1e-95c6-63f7248382f6,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
9e016b04-37b0-7d1e-95c6-63f7248382f6,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,SystemX86\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
9e016b04-37b0-7d1e-95c6-63f7248382f6,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
9e016b04-37b0-7d1e-95c6-63f7248382f6,host,,,2025-06-11 12:32:30
250a1850-52e9-c9a8-c34b-4921117458b1,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
250a1850-52e9-c9a8-c34b-4921117458b1,Win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,SystemX86\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
250a1850-52e9-c9a8-c34b-4921117458b1,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
250a1850-52e9-c9a8-c34b-4921117458b1,host,,,2025-06-11 12:32:30
a4efce08-571a-d65d-5d4e-d38b27d098e3,Win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,System\windowspowershell\v1.0\powershell.exe,2025-06-11 12:32:30
