Id,ActivityTypeOrg,ActivityType,Executable,DisplayText,ContentInfo,Payload,ClipboardPayload,StartTime,EndTime,Duration,LastModifiedTime,LastModifiedTimeOnClient,CreatedTime,ExpirationTime,OperationExpirationTime,OperationOrder,AppId,OperationType,Description,PlatformDeviceId,DevicePlatform,TimeZone
e0f8e672-3cb5-2930-07d7-204a529fb536,6,InFocus,Microsoft.Windows.Explorer,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":3,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:15:52,2025-06-04 11:15:55,00:00:03,2025-06-04 11:15:55,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,11,"[{""application"":""Microsoft.Windows.Explorer"",""platform"":""windows_win32""},{""application"":""Microsoft.Windows.Explorer"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
e345c7cb-96b0-b0a0-0de3-a2e7d8255673,5,ExecuteOpen,Microsoft.549981C3F5F10_8wekyb3d8bbwe!App,Cortana,,"{""displayText"":""Cortana"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Cortana"",""backgroundColor"":""black""}",,2025-06-04 11:16:13,,,2025-06-04 11:16:13,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,12,"[{""application"":""Microsoft.549981C3F5F10_8wekyb3d8bbwe!App"",""platform"":""windows_universal""},{""application"":""Microsoft.549981C3F5F10_8wekyb3d8bbwe!App"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
6b07107a-6811-7389-f1f0-2220e625d777,5,ExecuteOpen,windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel,Settings,,"{""displayText"":""Settings"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Settings"",""backgroundColor"":""black""}",,2025-06-04 11:16:21,,,2025-06-04 11:16:21,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,13,"[{""application"":""windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel"",""platform"":""windows_universal""},{""application"":""windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
6b07abb4-7c23-e150-92a0-6df37769eae8,6,InFocus,windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":13,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:16:20,2025-06-04 11:16:33,00:00:13,2025-06-04 11:16:33,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,14,"[{""application"":""windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel"",""platform"":""windows_universal""},{""application"":""windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
2e2b8833-8847-5cea-ee08-fca0ef07b206,6,InFocus,Microsoft.Windows.Explorer,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":26,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:15:55,2025-06-04 11:16:49,00:00:54,2025-06-04 11:16:01,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,15,"[{""application"":""Microsoft.Windows.Explorer"",""platform"":""windows_win32""},{""application"":""Microsoft.Windows.Explorer"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
9d165434-a8f2-44d0-ae95-752789040062,5,ExecuteOpen,System\notepad.exe,Notepad,,"{""displayText"":""Notepad"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Notepad"",""backgroundColor"":""black""}",,2025-06-04 11:17:50,,,2025-06-04 11:17:50,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,16,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
08ca9352-d21b-9712-35c8-4629df047fbe,5,ExecuteOpen,System\notepad.exe,powershell.ps1 (Notepad),C:\Users\Machine\Desktop\powershell.ps1 (file:Unmapped GUID: //C:/Users/Machine/Desktop/powershel.ps1?VolumeId={D01D9D6C-C3EB-49FF-8F5D-5368B0A86347}&ObjectId={B9A44F06-4134-11F0-8E24-000C290DF0E0}&KnownFolderId=ThisPCDesktopFolder&KnownFolderLength=24),"{""displayText"":""powershell.ps1"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Notepad"",""description"":""C:\\Users\\Machine\\Desktop\\powershell.ps1"",""backgroundColor"":""black"",""contentUri"":""file:///C:/Users/Machine/Desktop/powershell.ps1?VolumeId={D01D9D6C-C3EB-49FF-8F5D-5368B0A86347}&ObjectId={B9A44F06-4134-11F0-8E24-000C290DF0E0}&KnownFolderId=ThisPCDesktopFolder&KnownFolderLength=24""}",,2025-06-04 11:19:32,,,2025-06-04 11:19:32,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,17,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
dd6caf9e-8808-4ff2-a249-15de238568ca,6,InFocus,System\notepad.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":99,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:17:50,2025-06-04 11:19:32,00:01:42,2025-06-04 11:19:11,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,18,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
568f377a-a3de-0c02-07d8-ea09e56cc2a4,6,InFocus,System\notepad.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":3,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:19:32,2025-06-04 11:19:35,00:00:03,2025-06-04 11:19:32,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,19,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
4683a6b9-b056-597f-e27b-50389589d56e,5,ExecuteOpen,System\WindowsPowerShell\v1.0\powershell.exe,Windows PowerShell,,"{""displayText"":""Windows PowerShell"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Windows PowerShell"",""backgroundColor"":""black""}",,2025-06-04 11:19:38,,,2025-06-04 11:19:38,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,20,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
bad305d3-0de0-3b3a-9cde-bf4a4c28e79b,6,InFocus,System\WindowsPowerShell\v1.0\powershell.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":5,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:19:38,2025-06-04 11:19:43,00:00:05,2025-06-04 11:19:43,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,21,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
45d606dc-3526-fae9-2ccd-84c475ae88ab,6,InFocus,Microsoft.Windows.Explorer,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":62,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:16:49,2025-06-04 11:19:51,00:03:02,2025-06-04 11:17:41,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,22,"[{""application"":""Microsoft.Windows.Explorer"",""platform"":""windows_win32""},{""application"":""Microsoft.Windows.Explorer"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
ff3bce26-a72e-df75-bb63-ef663e54d0b8,6,InFocus,MSEdge,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":7,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:20:11,2025-06-04 11:20:19,00:00:08,2025-06-04 11:20:19,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,23,"[{""application"":""MSEdge"",""platform"":""windows_win32""},{""application"":""MSEdge"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
1268c42b-d396-c672-968a-e1fe923da5e8,5,ExecuteOpen,C:\Users\Machine\Downloads\ChromeSetup.exe,ChromeSetup.exe,,"{""displayText"":""ChromeSetup.exe"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""ChromeSetup.exe"",""backgroundColor"":""black""}",,2025-06-04 11:20:41,,,2025-06-04 11:20:41,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,24,"[{""application"":""C:\\Users\\Machine\\Downloads\\ChromeSetup.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\Downloads\\ChromeSetup.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
f28d72d1-5e4c-ee95-a5cd-1d286e5f2ec6,5,ExecuteOpen,C:\Users\Machine\AppData\Local\Temp\Google840_2092829951\bin\updater.exe,updater.exe,,"{""displayText"":""updater.exe"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""updater.exe"",""backgroundColor"":""black""}",,2025-06-04 11:20:41,,,2025-06-04 11:20:41,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,25,"[{""application"":""C:\\Users\\Machine\\AppData\\Local\\Temp\\Google840_2092829951\\bin\\updater.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\AppData\\Local\\Temp\\Google840_2092829951\\bin\\updater.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
5929e9ba-4f98-185c-eeb7-4301a15e299d,6,InFocus,C:\Users\Machine\AppData\Local\Temp\Google840_2092829951\bin\updater.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":17,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:20:41,2025-06-04 11:20:58,00:00:17,2025-06-04 11:20:58,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,26,"[{""application"":""C:\\Users\\Machine\\AppData\\Local\\Temp\\Google840_2092829951\\bin\\updater.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\AppData\\Local\\Temp\\Google840_2092829951\\bin\\updater.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
11b61b10-3c65-ee8f-439b-1594f8c600a6,6,InFocus,MSEdge,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":29,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:20:11,2025-06-04 11:21:09,00:00:58,2025-06-04 11:20:37,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,27,"[{""application"":""MSEdge"",""platform"":""windows_win32""},{""application"":""MSEdge"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
f212a08d-c0ae-0b28-42a4-9f6d61370bea,5,ExecuteOpen,Chrome,Chrome,,"{""displayText"":""Chrome"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Chrome"",""backgroundColor"":""black""}",,2025-06-04 11:21:09,,,2025-06-04 11:21:09,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,28,"[{""application"":""Chrome"",""platform"":""x_exe_path""},{""application"":""Chrome"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
1c0d18ac-7547-86f0-1e5f-ee9fa4fbbc46,6,InFocus,Chrome,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":2,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:21:09,2025-06-04 11:21:11,00:00:02,2025-06-04 11:21:11,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,29,"[{""application"":""Chrome"",""platform"":""x_exe_path""},{""application"":""Chrome"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
d0db63b3-080a-0990-3241-481df8a5fbc5,5,ExecuteOpen,Chrome,Google Chrome,,"{""displayText"":""Google Chrome"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Google Chrome"",""backgroundColor"":""black""}",,2025-06-04 11:21:11,,,2025-06-04 11:21:11,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,30,"[{""application"":""Chrome"",""platform"":""windows_win32""},{""application"":""Chrome"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
5f86b782-c426-298a-cf2b-9df5d2e87bf9,5,ExecuteOpen,System\WindowsPowerShell\v1.0\PowerShell_ISE.exe,Windows PowerShell ISE,,"{""displayText"":""Windows PowerShell ISE"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Windows PowerShell ISE"",""backgroundColor"":""black""}",,2025-06-04 11:22:11,,,2025-06-04 11:22:11,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,31,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
